tenant1,tenant2,correlation,metric,phase
tenant-cpu,tenant-dsk,0.2791586860439136,cpu_usage,1-Baseline
tenant-cpu,tenant-mem,0.2305175476727535,cpu_usage,1-Baseline
tenant-cpu,tenant-ntk,0.1222871051016903,cpu_usage,1-Baseline
tenant-dsk,tenant-mem,0.1634953605931761,cpu_usage,1-Baseline
tenant-dsk,tenant-ntk,0.08210969499905735,cpu_usage,1-Baseline
tenant-mem,tenant-ntk,0.27437074469173217,cpu_usage,1-Baseline
tenant-cpu,tenant-dsk,0.2650834624474231,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-mem,0.5617077452282043,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-nsy,-0.4580509713546973,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-ntk,0.2243103128635259,cpu_usage,2-CPU-Noise
tenant-dsk,tenant-mem,0.35086975214635174,cpu_usage,2-CPU-Noise
tenant-dsk,tenant-nsy,-0.2196828026766623,cpu_usage,2-CPU-Noise
tenant-dsk,tenant-ntk,0.36048932378609855,cpu_usage,2-CPU-Noise
tenant-mem,tenant-nsy,-0.47500043346370935,cpu_usage,2-CPU-Noise
tenant-mem,tenant-ntk,0.3310993558866711,cpu_usage,2-CPU-Noise
tenant-nsy,tenant-ntk,0.04538384348648757,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-dsk,0.1391316635261481,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-mem,0.37532469242484046,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-nsy,-0.253699243029894,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-ntk,0.23068687897872264,cpu_usage,3-Memory-Noise
tenant-dsk,tenant-mem,0.07707297946493807,cpu_usage,3-Memory-Noise
tenant-dsk,tenant-nsy,-0.01819654692033187,cpu_usage,3-Memory-Noise
tenant-dsk,tenant-ntk,0.34250522436385655,cpu_usage,3-Memory-Noise
tenant-mem,tenant-nsy,-0.2510828778809609,cpu_usage,3-Memory-Noise
